stationid,startTime,inNums,outNums,flow,allflow
21,2022/7/15 5:00,1,1,0,0
21,2022/7/15 5:10,3,1,2,2
21,2022/7/15 5:20,8,1,7,7
21,2022/7/15 5:30,8,1,7,7
21,2022/7/15 5:40,8,1,7,7
21,2022/7/15 5:50,9,1,8,8
21,2022/7/15 6:00,23,1,22,22
21,2022/7/15 6:10,23,1,22,22
21,2022/7/15 6:20,26,11,15,15
21,2022/7/15 6:30,32,25,7,7
21,2022/7/15 6:40,64,29,35,35
21,2022/7/15 6:50,68,32,36,36
21,2022/7/15 7:00,88,46,42,42
21,2022/7/15 7:10,196,37,159,159
21,2022/7/15 7:20,267,38,229,229
21,2022/7/15 7:30,278,50,228,228
21,2022/7/15 7:40,382,51,331,331
21,2022/7/15 7:50,597,48,549,549
21,2022/7/15 8:00,442,53,389,389
21,2022/7/15 8:10,332,71,261,261
21,2022/7/15 8:20,280,67,213,213
21,2022/7/15 8:30,233,70,163,163
21,2022/7/15 8:40,169,70,99,99
21,2022/7/15 8:50,127,51,76,76
21,2022/7/15 9:00,48,45,3,3
21,2022/7/15 9:10,42,51,-9,-9
21,2022/7/15 9:20,41,45,-4,-4
21,2022/7/15 9:30,37,45,-8,-8
21,2022/7/15 9:40,32,40,-8,-8
21,2022/7/15 9:50,28,38,-10,-10
21,2022/7/15 10:00,25,40,-15,-15
21,2022/7/15 10:10,20,38,-18,-18
21,2022/7/15 10:20,23,37,-14,-14
21,2022/7/15 10:30,19,37,-18,-18
21,2022/7/15 10:40,20,37,-17,-17
21,2022/7/15 10:50,17,42,-25,-25
21,2022/7/15 11:00,16,39,-23,-23
21,2022/7/15 11:10,18,41,-23,-23
21,2022/7/15 11:20,20,39,-19,-19
21,2022/7/15 11:30,17,39,-22,-22
21,2022/7/15 11:40,20,37,-17,-17
21,2022/7/15 11:50,23,37,-14,-14
21,2022/7/15 12:00,27,37,-10,-10
21,2022/7/15 12:10,23,42,-19,-19
21,2022/7/15 12:20,21,39,-18,-18
21,2022/7/15 12:30,23,46,-23,-23
21,2022/7/15 12:40,23,45,-22,-22
21,2022/7/15 12:50,21,46,-25,-25
21,2022/7/15 13:00,17,47,-30,-30
21,2022/7/15 13:10,17,49,-32,-32
21,2022/7/15 13:20,20,50,-30,-30
21,2022/7/15 13:30,19,47,-28,-28
21,2022/7/15 13:40,17,41,-24,-24
21,2022/7/15 13:50,17,45,-28,-28
21,2022/7/15 14:00,19,50,-31,-31
21,2022/7/15 14:10,16,50,-34,-34
21,2022/7/15 14:20,18,50,-32,-32
21,2022/7/15 14:30,17,46,-29,-29
21,2022/7/15 14:40,16,50,-34,-34
21,2022/7/15 14:50,14,49,-35,-35
21,2022/7/15 15:00,19,49,-30,-30
21,2022/7/15 15:10,19,50,-31,-31
21,2022/7/15 15:20,23,61,-38,-38
21,2022/7/15 15:30,23,70,-47,-47
21,2022/7/15 15:40,20,66,-46,-46
21,2022/7/15 15:50,17,70,-53,-53
21,2022/7/15 16:00,24,72,-48,-48
21,2022/7/15 16:10,23,69,-46,-46
21,2022/7/15 16:20,26,70,-44,-44
21,2022/7/15 16:30,24,69,-45,-45
21,2022/7/15 16:40,22,65,-43,-43
21,2022/7/15 16:50,26,76,-50,-50
21,2022/7/15 17:00,33,77,-44,-44
21,2022/7/15 17:10,35,97,-62,-62
21,2022/7/15 17:20,30,102,-72,-72
21,2022/7/15 17:30,26,127,-101,-101
21,2022/7/15 17:40,30,122,-92,-92
21,2022/7/15 17:50,25,108,-83,-83
21,2022/7/15 18:00,27,119,-92,-92
21,2022/7/15 18:10,26,111,-85,-85
21,2022/7/15 18:20,24,109,-85,-85
21,2022/7/15 18:30,22,117,-95,-95
21,2022/7/15 18:40,23,111,-88,-88
21,2022/7/15 18:50,16,119,-103,-103
21,2022/7/15 19:00,15,110,-95,-95
21,2022/7/15 19:10,13,123,-110,-110
21,2022/7/15 19:20,12,110,-98,-98
21,2022/7/15 19:30,10,108,-98,-98
21,2022/7/15 19:40,9,99,-90,-90
21,2022/7/15 19:50,9,83,-74,-74
21,2022/7/15 20:00,11,81,-70,-70
21,2022/7/15 20:10,10,87,-77,-77
21,2022/7/15 20:20,7,77,-70,-70
21,2022/7/15 20:30,10,66,-56,-56
21,2022/7/15 20:40,8,79,-71,-71
21,2022/7/15 20:50,9,61,-52,-52
21,2022/7/15 21:00,8,88,-80,-80
21,2022/7/15 21:10,7,66,-59,-59
21,2022/7/15 21:20,8,78,-70,-70
21,2022/7/15 21:30,7,67,-60,-60
21,2022/7/15 21:40,6,52,-46,-46
21,2022/7/15 21:50,4,72,-68,-68
21,2022/7/15 22:00,1,46,-45,-45
21,2022/7/15 22:10,0,70,-70,-70
21,2022/7/15 22:20,0,34,-34,-34
21,2022/7/15 22:30,0,49,-49,-49
21,2022/7/15 22:40,0,39,-39,-39
21,2022/7/15 22:50,0,25,-25,-25
24,2022/7/15 5:00,0,1,-1,-1
24,2022/7/15 5:10,0,1,-1,1
24,2022/7/15 5:20,0,1,-1,6
24,2022/7/15 5:30,0,1,-1,6
24,2022/7/15 5:40,2,1,1,8
24,2022/7/15 5:50,2,1,1,9
24,2022/7/15 6:00,3,1,2,24
24,2022/7/15 6:10,7,1,6,28
24,2022/7/15 6:20,6,11,-5,10
24,2022/7/15 6:30,6,6,0,7
24,2022/7/15 6:40,14,8,6,41
24,2022/7/15 6:50,22,6,16,52
24,2022/7/15 7:00,25,11,14,56
24,2022/7/15 7:10,36,16,20,179
24,2022/7/15 7:20,36,23,13,242
24,2022/7/15 7:30,56,22,34,262
24,2022/7/15 7:40,46,31,15,346
24,2022/7/15 7:50,53,38,15,564
24,2022/7/15 8:00,56,21,35,424
24,2022/7/15 8:10,47,29,18,279
24,2022/7/15 8:20,36,14,22,235
24,2022/7/15 8:30,31,48,-17,146
24,2022/7/15 8:40,24,61,-37,62
24,2022/7/15 8:50,21,47,-26,50
24,2022/7/15 9:00,14,32,-18,-15
24,2022/7/15 9:10,12,30,-18,-27
24,2022/7/15 9:20,13,29,-16,-20
24,2022/7/15 9:30,10,21,-11,-19
24,2022/7/15 9:40,8,21,-13,-21
24,2022/7/15 9:50,3,19,-16,-26
24,2022/7/15 10:00,7,19,-12,-27
24,2022/7/15 10:10,4,19,-15,-33
24,2022/7/15 10:20,4,19,-15,-29
24,2022/7/15 10:30,4,18,-14,-32
24,2022/7/15 10:40,7,16,-9,-26
24,2022/7/15 10:50,7,12,-5,-30
24,2022/7/15 11:00,4,19,-15,-38
24,2022/7/15 11:10,6,19,-13,-36
24,2022/7/15 11:20,5,12,-7,-26
24,2022/7/15 11:30,6,12,-6,-28
24,2022/7/15 11:40,6,12,-6,-23
24,2022/7/15 11:50,6,8,-2,-16
24,2022/7/15 12:00,7,19,-12,-22
24,2022/7/15 12:10,5,8,-3,-22
24,2022/7/15 12:20,6,15,-9,-27
24,2022/7/15 12:30,5,14,-9,-32
24,2022/7/15 12:40,6,21,-15,-37
24,2022/7/15 12:50,5,19,-14,-39
24,2022/7/15 13:00,5,14,-9,-39
24,2022/7/15 13:10,4,18,-14,-46
24,2022/7/15 13:20,6,16,-10,-40
24,2022/7/15 13:30,6,19,-13,-41
24,2022/7/15 13:40,4,16,-12,-36
24,2022/7/15 13:50,5,15,-10,-38
24,2022/7/15 14:00,5,16,-11,-42
24,2022/7/15 14:10,5,16,-11,-45
24,2022/7/15 14:20,5,15,-10,-42
24,2022/7/15 14:30,4,14,-10,-39
24,2022/7/15 14:40,5,18,-13,-47
24,2022/7/15 14:50,6,14,-8,-43
24,2022/7/15 15:00,8,19,-11,-41
24,2022/7/15 15:10,8,18,-10,-41
24,2022/7/15 15:20,7,16,-9,-47
24,2022/7/15 15:30,8,21,-13,-60
24,2022/7/15 15:40,9,21,-12,-58
24,2022/7/15 15:50,8,19,-11,-64
24,2022/7/15 16:00,9,19,-10,-58
24,2022/7/15 16:10,8,23,-15,-61
24,2022/7/15 16:20,10,23,-13,-57
24,2022/7/15 16:30,8,23,-15,-60
24,2022/7/15 16:40,11,23,-12,-55
24,2022/7/15 16:50,10,38,-28,-78
24,2022/7/15 17:00,12,30,-18,-62
24,2022/7/15 17:10,17,35,-18,-80
24,2022/7/15 17:20,13,38,-25,-97
24,2022/7/15 17:30,14,46,-32,-133
24,2022/7/15 17:40,14,40,-26,-118
24,2022/7/15 17:50,12,45,-33,-116
24,2022/7/15 18:00,10,51,-41,-133
24,2022/7/15 18:10,8,53,-45,-130
24,2022/7/15 18:20,6,49,-43,-128
24,2022/7/15 18:30,6,55,-49,-144
24,2022/7/15 18:40,6,46,-40,-128
24,2022/7/15 18:50,4,40,-36,-139
24,2022/7/15 19:00,4,40,-36,-131
24,2022/7/15 19:10,3,36,-33,-143
24,2022/7/15 19:20,1,26,-25,-123
24,2022/7/15 19:30,4,25,-21,-119
24,2022/7/15 19:40,4,23,-19,-109
24,2022/7/15 19:50,2,18,-16,-90
24,2022/7/15 20:00,3,25,-22,-92
24,2022/7/15 20:10,2,21,-19,-96
24,2022/7/15 20:20,2,10,-8,-78
24,2022/7/15 20:30,2,25,-23,-79
24,2022/7/15 20:40,2,10,-8,-79
24,2022/7/15 20:50,2,25,-23,-75
24,2022/7/15 21:00,1,18,-17,-97
24,2022/7/15 21:10,1,21,-20,-79
24,2022/7/15 21:20,2,16,-14,-84
24,2022/7/15 21:30,1,22,-21,-81
24,2022/7/15 21:40,1,21,-20,-66
24,2022/7/15 21:50,1,13,-12,-80
24,2022/7/15 22:00,0,19,-19,-64
24,2022/7/15 22:10,0,10,-10,-80
24,2022/7/15 22:20,0,18,-18,-52
24,2022/7/15 22:30,0,8,-8,-57
24,2022/7/15 22:40,0,15,-15,-54
24,2022/7/15 22:50,0,10,-10,-35
11,2022/7/15 5:00,0,1,-1,-2
11,2022/7/15 5:10,2,1,1,2
11,2022/7/15 5:20,5,1,4,10
11,2022/7/15 5:30,6,1,5,11
11,2022/7/15 5:40,6,1,5,13
11,2022/7/15 5:50,11,1,10,19
11,2022/7/15 6:00,9,1,8,32
11,2022/7/15 6:10,16,1,15,43
11,2022/7/15 6:20,18,16,2,12
11,2022/7/15 6:30,21,16,5,12
11,2022/7/15 6:40,33,14,19,60
11,2022/7/15 6:50,36,14,22,74
11,2022/7/15 7:00,46,13,33,89
11,2022/7/15 7:10,60,23,37,216
11,2022/7/15 7:20,88,38,50,292
11,2022/7/15 7:30,189,46,143,405
11,2022/7/15 7:40,192,57,135,481
11,2022/7/15 7:50,185,65,120,684
11,2022/7/15 8:00,173,82,91,515
11,2022/7/15 8:10,169,84,85,364
11,2022/7/15 8:20,108,67,41,276
11,2022/7/15 8:30,76,109,-33,113
11,2022/7/15 8:40,58,110,-52,10
11,2022/7/15 8:50,56,102,-46,4
11,2022/7/15 9:00,27,107,-80,-95
11,2022/7/15 9:10,27,122,-95,-122
11,2022/7/15 9:20,26,104,-78,-98
11,2022/7/15 9:30,22,93,-71,-90
11,2022/7/15 9:40,20,75,-55,-76
11,2022/7/15 9:50,19,72,-53,-79
11,2022/7/15 10:00,19,66,-47,-74
11,2022/7/15 10:10,17,47,-30,-63
11,2022/7/15 10:20,11,38,-27,-56
11,2022/7/15 10:30,16,45,-29,-61
11,2022/7/15 10:40,14,38,-24,-50
11,2022/7/15 10:50,15,38,-23,-53
11,2022/7/15 11:00,16,35,-19,-57
11,2022/7/15 11:10,11,32,-21,-57
11,2022/7/15 11:20,15,38,-23,-49
11,2022/7/15 11:30,16,31,-15,-43
11,2022/7/15 11:40,15,28,-13,-36
11,2022/7/15 11:50,15,32,-17,-33
11,2022/7/15 12:00,16,32,-16,-38
11,2022/7/15 12:10,16,33,-17,-39
11,2022/7/15 12:20,16,37,-21,-48
11,2022/7/15 12:30,16,38,-22,-54
11,2022/7/15 12:40,15,38,-23,-60
11,2022/7/15 12:50,15,38,-23,-62
11,2022/7/15 13:00,14,39,-25,-64
11,2022/7/15 13:10,17,44,-27,-73
11,2022/7/15 13:20,15,36,-21,-61
11,2022/7/15 13:30,14,38,-24,-65
11,2022/7/15 13:40,14,39,-25,-61
11,2022/7/15 13:50,15,40,-25,-63
11,2022/7/15 14:00,13,38,-25,-67
11,2022/7/15 14:10,14,38,-24,-69
11,2022/7/15 14:20,12,38,-26,-68
11,2022/7/15 14:30,13,38,-25,-64
11,2022/7/15 14:40,17,41,-24,-71
11,2022/7/15 14:50,15,40,-25,-68
11,2022/7/15 15:00,15,47,-32,-73
11,2022/7/15 15:10,12,38,-26,-67
11,2022/7/15 15:20,15,34,-19,-66
11,2022/7/15 15:30,17,46,-29,-89
11,2022/7/15 15:40,18,42,-24,-82
11,2022/7/15 15:50,15,45,-30,-94
11,2022/7/15 16:00,13,41,-28,-86
11,2022/7/15 16:10,18,44,-26,-87
11,2022/7/15 16:20,14,50,-36,-93
11,2022/7/15 16:30,22,49,-27,-87
11,2022/7/15 16:40,26,55,-29,-84
11,2022/7/15 16:50,26,51,-25,-103
11,2022/7/15 17:00,29,50,-21,-83
11,2022/7/15 17:10,24,64,-40,-120
11,2022/7/15 17:20,26,72,-46,-143
11,2022/7/15 17:30,36,76,-40,-173
11,2022/7/15 17:40,47,77,-30,-148
11,2022/7/15 17:50,46,90,-44,-160
11,2022/7/15 18:00,44,110,-66,-199
11,2022/7/15 18:10,63,110,-47,-177
11,2022/7/15 18:20,45,114,-69,-197
11,2022/7/15 18:30,34,103,-69,-213
11,2022/7/15 18:40,28,95,-67,-195
11,2022/7/15 18:50,24,101,-77,-216
11,2022/7/15 19:00,26,95,-69,-200
11,2022/7/15 19:10,25,76,-51,-194
11,2022/7/15 19:20,20,75,-55,-178
11,2022/7/15 19:30,18,71,-53,-172
11,2022/7/15 19:40,16,56,-40,-149
11,2022/7/15 19:50,14,51,-37,-127
11,2022/7/15 20:00,16,54,-38,-130
11,2022/7/15 20:10,17,48,-31,-127
11,2022/7/15 20:20,16,34,-18,-96
11,2022/7/15 20:30,13,53,-40,-119
11,2022/7/15 20:40,11,37,-26,-105
11,2022/7/15 20:50,13,51,-38,-113
11,2022/7/15 21:00,12,40,-28,-125
11,2022/7/15 21:10,9,50,-41,-120
11,2022/7/15 21:20,6,52,-46,-130
11,2022/7/15 21:30,7,34,-27,-108
11,2022/7/15 21:40,10,48,-38,-104
11,2022/7/15 21:50,3,30,-27,-107
11,2022/7/15 22:00,1,49,-48,-112
11,2022/7/15 22:10,0,24,-24,-104
11,2022/7/15 22:20,0,41,-41,-93
11,2022/7/15 22:30,0,43,-43,-100
11,2022/7/15 22:40,0,34,-34,-88
11,2022/7/15 22:50,0,23,-23,-58
6,2022/7/15 5:00,0,1,-1,-3
6,2022/7/15 5:10,7,1,6,8
6,2022/7/15 5:20,13,1,12,22
6,2022/7/15 5:30,14,1,13,24
6,2022/7/15 5:40,16,1,15,28
6,2022/7/15 5:50,23,1,22,41
6,2022/7/15 6:00,25,1,24,56
6,2022/7/15 6:10,32,11,21,64
6,2022/7/15 6:20,37,23,14,26
6,2022/7/15 6:30,46,32,14,26
6,2022/7/15 6:40,65,40,25,85
6,2022/7/15 6:50,94,54,40,114
6,2022/7/15 7:00,151,63,88,177
6,2022/7/15 7:10,200,69,131,347
6,2022/7/15 7:20,253,76,177,469
6,2022/7/15 7:30,317,93,224,629
6,2022/7/15 7:40,324,108,216,697
6,2022/7/15 7:50,474,127,347,1031
6,2022/7/15 8:00,632,105,527,1042
6,2022/7/15 8:10,583,177,406,770
6,2022/7/15 8:20,474,151,323,599
6,2022/7/15 8:30,349,233,116,229
6,2022/7/15 8:40,282,513,-231,-221
6,2022/7/15 8:50,239,321,-82,-78
6,2022/7/15 9:00,199,296,-97,-192
6,2022/7/15 9:10,145,326,-181,-303
6,2022/7/15 9:20,79,298,-219,-317
6,2022/7/15 9:30,65,221,-156,-246
6,2022/7/15 9:40,62,197,-135,-211
6,2022/7/15 9:50,43,154,-111,-190
6,2022/7/15 10:00,48,133,-85,-159
6,2022/7/15 10:10,44,122,-78,-141
6,2022/7/15 10:20,44,98,-54,-110
6,2022/7/15 10:30,41,109,-68,-129
6,2022/7/15 10:40,41,112,-71,-121
6,2022/7/15 10:50,41,112,-71,-124
6,2022/7/15 11:00,43,105,-62,-119
6,2022/7/15 11:10,37,106,-69,-126
6,2022/7/15 11:20,44,102,-58,-107
6,2022/7/15 11:30,44,105,-61,-104
6,2022/7/15 11:40,50,114,-64,-100
6,2022/7/15 11:50,57,108,-51,-84
6,2022/7/15 12:00,66,102,-36,-74
6,2022/7/15 12:10,74,106,-32,-71
6,2022/7/15 12:20,66,105,-39,-87
6,2022/7/15 12:30,75,108,-33,-87
6,2022/7/15 12:40,71,111,-40,-100
6,2022/7/15 12:50,77,107,-30,-92
6,2022/7/15 13:00,70,109,-39,-103
6,2022/7/15 13:10,72,107,-35,-108
6,2022/7/15 13:20,72,106,-34,-95
6,2022/7/15 13:30,63,105,-42,-107
6,2022/7/15 13:40,56,107,-51,-112
6,2022/7/15 13:50,70,107,-37,-100
6,2022/7/15 14:00,53,109,-56,-123
6,2022/7/15 14:10,60,105,-45,-114
6,2022/7/15 14:20,60,103,-43,-111
6,2022/7/15 14:30,73,103,-30,-94
6,2022/7/15 14:40,57,106,-49,-120
6,2022/7/15 14:50,53,101,-48,-116
6,2022/7/15 15:00,58,106,-48,-121
6,2022/7/15 15:10,72,117,-45,-112
6,2022/7/15 15:20,66,122,-56,-122
6,2022/7/15 15:30,74,124,-50,-139
6,2022/7/15 15:40,65,124,-59,-141
6,2022/7/15 15:50,70,105,-35,-129
6,2022/7/15 16:00,74,111,-37,-123
6,2022/7/15 16:10,73,124,-51,-138
6,2022/7/15 16:20,73,109,-36,-129
6,2022/7/15 16:30,85,111,-26,-113
6,2022/7/15 16:40,162,119,43,-41
6,2022/7/15 16:50,130,126,4,-99
6,2022/7/15 17:00,175,148,27,-56
6,2022/7/15 17:10,217,189,28,-92
6,2022/7/15 17:20,199,223,-24,-167
6,2022/7/15 17:30,236,253,-17,-190
6,2022/7/15 17:40,309,330,-21,-169
6,2022/7/15 17:50,265,372,-107,-267
6,2022/7/15 18:00,265,507,-242,-441
6,2022/7/15 18:10,576,495,81,-96
6,2022/7/15 18:20,310,503,-193,-390
6,2022/7/15 18:30,271,508,-237,-450
6,2022/7/15 18:40,235,505,-270,-465
6,2022/7/15 18:50,205,506,-301,-517
6,2022/7/15 19:00,179,382,-203,-403
6,2022/7/15 19:10,172,327,-155,-349
6,2022/7/15 19:20,150,216,-66,-244
6,2022/7/15 19:30,101,191,-90,-262
6,2022/7/15 19:40,93,137,-44,-193
6,2022/7/15 19:50,85,123,-38,-165
6,2022/7/15 20:00,80,115,-35,-165
6,2022/7/15 20:10,76,127,-51,-178
6,2022/7/15 20:20,92,104,-12,-108
6,2022/7/15 20:30,91,98,-7,-126
6,2022/7/15 20:40,104,116,-12,-117
6,2022/7/15 20:50,130,92,38,-75
6,2022/7/15 21:00,150,126,24,-101
6,2022/7/15 21:10,132,100,32,-88
6,2022/7/15 21:20,76,117,-41,-171
6,2022/7/15 21:30,86,105,-19,-127
6,2022/7/15 21:40,105,92,13,-91
6,2022/7/15 21:50,67,104,-37,-144
6,2022/7/15 22:00,30,77,-47,-159
6,2022/7/15 22:10,3,106,-103,-207
6,2022/7/15 22:20,2,85,-83,-176
6,2022/7/15 22:30,0,110,-110,-210
6,2022/7/15 22:40,1,75,-74,-162
6,2022/7/15 22:50,0,64,-64,-122
20,2022/7/15 5:00,0,1,-1,-4
20,2022/7/15 5:10,3,1,2,10
20,2022/7/15 5:20,6,1,5,27
20,2022/7/15 5:30,10,1,9,33
20,2022/7/15 5:40,10,1,9,37
20,2022/7/15 5:50,13,2,11,52
20,2022/7/15 6:00,20,1,19,75
20,2022/7/15 6:10,27,21,6,70
20,2022/7/15 6:20,28,32,-4,22
20,2022/7/15 6:30,35,37,-2,24
20,2022/7/15 6:40,40,47,-7,78
20,2022/7/15 6:50,59,51,8,122
20,2022/7/15 7:00,64,58,6,183
20,2022/7/15 7:10,75,72,3,350
20,2022/7/15 7:20,157,75,82,551
20,2022/7/15 7:30,217,96,121,750
20,2022/7/15 7:40,282,124,158,855
20,2022/7/15 7:50,280,108,172,1203
20,2022/7/15 8:00,345,189,156,1198
20,2022/7/15 8:10,359,178,181,951
20,2022/7/15 8:20,318,501,-183,416
20,2022/7/15 8:30,245,298,-53,176
20,2022/7/15 8:40,227,496,-269,-490
20,2022/7/15 8:50,163,381,-218,-296
20,2022/7/15 9:00,90,299,-209,-401
20,2022/7/15 9:10,74,325,-251,-554
20,2022/7/15 9:20,70,181,-111,-428
20,2022/7/15 9:30,52,122,-70,-316
20,2022/7/15 9:40,43,150,-107,-318
20,2022/7/15 9:50,42,114,-72,-262
20,2022/7/15 10:00,37,124,-87,-246
20,2022/7/15 10:10,43,100,-57,-198
20,2022/7/15 10:20,35,106,-71,-181
20,2022/7/15 10:30,33,110,-77,-206
20,2022/7/15 10:40,37,102,-65,-186
20,2022/7/15 10:50,38,101,-63,-187
20,2022/7/15 11:00,39,107,-68,-187
20,2022/7/15 11:10,38,101,-63,-189
20,2022/7/15 11:20,37,110,-73,-180
20,2022/7/15 11:30,36,102,-66,-170
20,2022/7/15 11:40,43,103,-60,-160
20,2022/7/15 11:50,41,99,-58,-142
20,2022/7/15 12:00,41,110,-69,-143
20,2022/7/15 12:10,43,108,-65,-136
20,2022/7/15 12:20,52,104,-52,-139
20,2022/7/15 12:30,43,108,-65,-152
20,2022/7/15 12:40,46,106,-60,-160
20,2022/7/15 12:50,54,102,-48,-140
20,2022/7/15 13:00,54,104,-50,-153
20,2022/7/15 13:10,60,111,-51,-159
20,2022/7/15 13:20,53,122,-69,-164
20,2022/7/15 13:30,41,105,-64,-171
20,2022/7/15 13:40,57,120,-63,-175
20,2022/7/15 13:50,47,110,-63,-163
20,2022/7/15 14:00,47,103,-56,-179
20,2022/7/15 14:10,55,106,-51,-165
20,2022/7/15 14:20,46,109,-63,-174
20,2022/7/15 14:30,49,86,-37,-131
20,2022/7/15 14:40,55,99,-44,-164
20,2022/7/15 14:50,62,108,-46,-162
20,2022/7/15 15:00,58,103,-45,-166
20,2022/7/15 15:10,56,104,-48,-160
20,2022/7/15 15:20,58,100,-42,-164
20,2022/7/15 15:30,55,117,-62,-201
20,2022/7/15 15:40,53,116,-63,-204
20,2022/7/15 15:50,65,105,-40,-169
20,2022/7/15 16:00,64,123,-59,-182
20,2022/7/15 16:10,77,100,-23,-161
20,2022/7/15 16:20,75,119,-44,-173
20,2022/7/15 16:30,75,115,-40,-153
20,2022/7/15 16:40,76,110,-34,-75
20,2022/7/15 16:50,70,150,-80,-179
20,2022/7/15 17:00,139,108,31,-25
20,2022/7/15 17:10,202,149,53,-39
20,2022/7/15 17:20,216,178,38,-129
20,2022/7/15 17:30,214,196,18,-172
20,2022/7/15 17:40,334,232,102,-67
20,2022/7/15 17:50,268,323,-55,-322
20,2022/7/15 18:00,204,329,-125,-566
20,2022/7/15 18:10,269,327,-58,-154
20,2022/7/15 18:20,316,326,-10,-400
20,2022/7/15 18:30,257,328,-71,-521
20,2022/7/15 18:40,244,321,-77,-542
20,2022/7/15 18:50,243,285,-42,-559
20,2022/7/15 19:00,177,209,-32,-435
20,2022/7/15 19:10,143,145,-2,-351
20,2022/7/15 19:20,129,107,22,-222
20,2022/7/15 19:30,73,111,-38,-300
20,2022/7/15 19:40,74,120,-46,-239
20,2022/7/15 19:50,65,109,-44,-209
20,2022/7/15 20:00,63,104,-41,-206
20,2022/7/15 20:10,75,87,-12,-190
20,2022/7/15 20:20,76,98,-22,-130
20,2022/7/15 20:30,72,106,-34,-160
20,2022/7/15 20:40,68,89,-21,-138
20,2022/7/15 20:50,64,113,-49,-124
20,2022/7/15 21:00,83,72,11,-90
20,2022/7/15 21:10,89,112,-23,-111
20,2022/7/15 21:20,70,72,-2,-173
20,2022/7/15 21:30,74,89,-15,-142
20,2022/7/15 21:40,66,72,-6,-97
20,2022/7/15 21:50,63,103,-40,-184
20,2022/7/15 22:00,42,78,-36,-195
20,2022/7/15 22:10,6,73,-67,-274
20,2022/7/15 22:20,1,94,-93,-269
20,2022/7/15 22:30,0,62,-62,-272
20,2022/7/15 22:40,0,62,-62,-224
20,2022/7/15 22:50,1,38,-37,-159
1,2022/7/15 5:00,0,1,-1,-5
1,2022/7/15 5:10,2,1,1,11
1,2022/7/15 5:20,9,1,8,35
1,2022/7/15 5:30,15,1,14,47
1,2022/7/15 5:40,20,1,19,56
1,2022/7/15 5:50,17,1,16,68
1,2022/7/15 6:00,25,1,24,99
1,2022/7/15 6:10,31,13,18,88
1,2022/7/15 6:20,45,17,28,50
1,2022/7/15 6:30,57,21,36,60
1,2022/7/15 6:40,69,32,37,115
1,2022/7/15 6:50,105,50,55,177
1,2022/7/15 7:00,181,67,114,297
1,2022/7/15 7:10,215,73,142,492
1,2022/7/15 7:20,252,75,177,728
1,2022/7/15 7:30,323,97,226,976
1,2022/7/15 7:40,590,106,484,1339
1,2022/7/15 7:50,639,110,529,1732
1,2022/7/15 8:00,723,123,600,1798
1,2022/7/15 8:10,687,226,461,1412
1,2022/7/15 8:20,653,171,482,898
1,2022/7/15 8:30,573,234,339,515
1,2022/7/15 8:40,358,222,136,-354
1,2022/7/15 8:50,278,180,98,-198
1,2022/7/15 9:00,232,152,80,-321
1,2022/7/15 9:10,174,121,53,-501
1,2022/7/15 9:20,106,123,-17,-445
1,2022/7/15 9:30,68,107,-39,-355
1,2022/7/15 9:40,55,108,-53,-371
1,2022/7/15 9:50,50,97,-47,-309
1,2022/7/15 10:00,44,76,-32,-278
1,2022/7/15 10:10,42,81,-39,-237
1,2022/7/15 10:20,36,77,-41,-222
1,2022/7/15 10:30,31,72,-41,-247
1,2022/7/15 10:40,32,75,-43,-229
1,2022/7/15 10:50,35,72,-37,-224
1,2022/7/15 11:00,33,65,-32,-219
1,2022/7/15 11:10,26,66,-40,-229
1,2022/7/15 11:20,36,61,-25,-205
1,2022/7/15 11:30,33,82,-49,-219
1,2022/7/15 11:40,36,70,-34,-194
1,2022/7/15 11:50,35,76,-41,-183
1,2022/7/15 12:00,39,75,-36,-179
1,2022/7/15 12:10,41,77,-36,-172
1,2022/7/15 12:20,45,70,-25,-164
1,2022/7/15 12:30,43,84,-41,-193
1,2022/7/15 12:40,43,81,-38,-198
1,2022/7/15 12:50,44,75,-31,-171
1,2022/7/15 13:00,38,92,-54,-207
1,2022/7/15 13:10,38,76,-38,-197
1,2022/7/15 13:20,34,91,-57,-221
1,2022/7/15 13:30,37,76,-39,-210
1,2022/7/15 13:40,34,77,-43,-218
1,2022/7/15 13:50,36,76,-40,-203
1,2022/7/15 14:00,30,74,-44,-223
1,2022/7/15 14:10,35,77,-42,-207
1,2022/7/15 14:20,31,84,-53,-227
1,2022/7/15 14:30,30,76,-46,-177
1,2022/7/15 14:40,28,76,-48,-212
1,2022/7/15 14:50,27,81,-54,-216
1,2022/7/15 15:00,34,91,-57,-223
1,2022/7/15 15:10,39,76,-37,-197
1,2022/7/15 15:20,40,92,-52,-216
1,2022/7/15 15:30,42,87,-45,-246
1,2022/7/15 15:40,39,96,-57,-261
1,2022/7/15 15:50,36,97,-61,-230
1,2022/7/15 16:00,45,97,-52,-234
1,2022/7/15 16:10,53,109,-56,-217
1,2022/7/15 16:20,56,103,-47,-220
1,2022/7/15 16:30,52,102,-50,-203
1,2022/7/15 16:40,73,110,-37,-112
1,2022/7/15 16:50,68,111,-43,-222
1,2022/7/15 17:00,125,103,22,-3
1,2022/7/15 17:10,208,110,98,59
1,2022/7/15 17:20,174,151,23,-106
1,2022/7/15 17:30,163,191,-28,-200
1,2022/7/15 17:40,221,233,-12,-79
1,2022/7/15 17:50,183,217,-34,-356
1,2022/7/15 18:00,149,300,-151,-717
