stationid,startTime,inNums,outNums,flow,allflow
46,2022/7/15 14:30,16,64,-48,-101
46,2022/7/15 14:40,20,65,-45,-120
46,2022/7/15 14:50,20,61,-41,-97
46,2022/7/15 15:00,17,66,-49,-124
46,2022/7/15 15:10,17,35,-18,-98
46,2022/7/15 15:20,20,57,-37,-124
46,2022/7/15 15:30,15,68,-53,-117
46,2022/7/15 15:40,21,72,-51,-150
46,2022/7/15 15:50,22,77,-55,-123
46,2022/7/15 16:00,21,77,-56,-141
46,2022/7/15 16:10,30,43,-13,-101
46,2022/7/15 16:20,28,68,-40,-165
46,2022/7/15 16:30,27,75,-48,-131
46,2022/7/15 16:40,28,106,-78,-182
46,2022/7/15 16:50,34,78,-44,-135
46,2022/7/15 17:00,31,77,-46,-149
46,2022/7/15 17:10,44,76,-32,42
46,2022/7/15 17:20,35,115,-80,-101
46,2022/7/15 17:30,30,103,-73,-130
46,2022/7/15 17:40,30,105,-75,-222
46,2022/7/15 17:50,35,105,-70,-154
46,2022/7/15 18:00,29,151,-122,-241
46,2022/7/15 18:10,28,128,-100,-253
46,2022/7/15 18:20,29,110,-81,-427
46,2022/7/15 18:30,28,112,-84,-294
46,2022/7/15 18:40,20,235,-215,-444
46,2022/7/15 18:50,20,111,-91,-334
46,2022/7/15 19:00,19,105,-86,-453
46,2022/7/15 19:10,15,114,-99,-286
46,2022/7/15 19:20,15,139,-124,-371
46,2022/7/15 19:30,14,104,-90,-229
46,2022/7/15 19:40,16,106,-90,-309
46,2022/7/15 19:50,12,76,-64,-209
46,2022/7/15 20:00,14,114,-100,-250
46,2022/7/15 20:10,13,71,-58,-187
46,2022/7/15 20:20,12,78,-66,-199
46,2022/7/15 20:30,11,54,-43,-168
46,2022/7/15 20:40,13,98,-85,-216
46,2022/7/15 20:50,14,66,-52,-181
46,2022/7/15 21:00,10,92,-82,-217
46,2022/7/15 21:10,15,47,-32,-152
46,2022/7/15 21:20,11,95,-84,-223
46,2022/7/15 21:30,8,71,-63,-166
46,2022/7/15 21:40,7,73,-66,-199
46,2022/7/15 21:50,5,86,-81,-228
46,2022/7/15 22:00,4,43,-39,-144
46,2022/7/15 22:10,2,96,-94,-249
46,2022/7/15 22:20,2,83,-81,-203
46,2022/7/15 22:30,2,64,-62,-199
46,2022/7/15 22:40,0,63,-63,-185
46,2022/7/15 22:50,0,54,-54,-150
49,2022/7/15 5:00,0,1,-1,-4
49,2022/7/15 5:10,0,1,-1,2
49,2022/7/15 5:20,7,1,6,38
49,2022/7/15 5:30,20,1,19,49
49,2022/7/15 5:40,19,1,18,59
49,2022/7/15 5:50,21,1,20,71
49,2022/7/15 6:00,26,1,25,97
49,2022/7/15 6:10,34,1,33,124
49,2022/7/15 6:20,40,2,38,144
49,2022/7/15 6:30,58,5,53,174
49,2022/7/15 6:40,100,34,66,208
49,2022/7/15 6:50,180,38,142,247
49,2022/7/15 7:00,169,23,146,327
49,2022/7/15 7:10,254,65,189,500
49,2022/7/15 7:20,361,47,314,833
49,2022/7/15 7:30,325,69,256,793
49,2022/7/15 7:40,591,61,530,1361
49,2022/7/15 7:50,663,65,598,1465
49,2022/7/15 8:00,629,69,560,1413
49,2022/7/15 8:10,592,93,499,1009
49,2022/7/15 8:20,376,74,302,616
49,2022/7/15 8:30,301,74,227,452
49,2022/7/15 8:40,280,62,218,331
49,2022/7/15 8:50,218,77,141,209
49,2022/7/15 9:00,148,61,87,3
49,2022/7/15 9:10,94,45,49,-31
49,2022/7/15 9:20,68,50,18,-96
49,2022/7/15 9:30,53,65,-12,-104
49,2022/7/15 9:40,40,45,-5,-125
49,2022/7/15 9:50,33,51,-18,-110
49,2022/7/15 10:00,31,41,-10,-110
49,2022/7/15 10:10,29,46,-17,-84
49,2022/7/15 10:20,27,49,-22,-69
49,2022/7/15 10:30,27,8,19,-69
49,2022/7/15 10:40,29,48,-19,-106
49,2022/7/15 10:50,28,50,-22,-103
49,2022/7/15 11:00,26,50,-24,-77
49,2022/7/15 11:10,29,50,-21,-99
49,2022/7/15 11:20,22,51,-29,-104
49,2022/7/15 11:30,23,8,15,-41
49,2022/7/15 11:40,27,61,-34,-132
49,2022/7/15 11:50,28,60,-32,-112
49,2022/7/15 12:00,27,51,-24,-90
49,2022/7/15 12:10,30,62,-32,-89
49,2022/7/15 12:20,27,51,-24,-112
49,2022/7/15 12:30,30,8,22,-80
49,2022/7/15 12:40,26,67,-41,-154
49,2022/7/15 12:50,28,63,-35,-124
49,2022/7/15 13:00,28,64,-36,-132
49,2022/7/15 13:10,25,60,-35,-123
49,2022/7/15 13:20,25,58,-33,-135
49,2022/7/15 13:30,29,17,12,-64
49,2022/7/15 13:40,22,60,-38,-134
49,2022/7/15 13:50,26,68,-42,-132
49,2022/7/15 14:00,21,65,-44,-153
49,2022/7/15 14:10,22,72,-50,-132
49,2022/7/15 14:20,20,63,-43,-144
49,2022/7/15 14:30,22,15,7,-94
49,2022/7/15 14:40,21,70,-49,-169
49,2022/7/15 14:50,22,70,-48,-145
49,2022/7/15 15:00,20,76,-56,-180
49,2022/7/15 15:10,27,74,-47,-145
49,2022/7/15 15:20,24,70,-46,-170
49,2022/7/15 15:30,20,22,-2,-119
49,2022/7/15 15:40,24,78,-54,-204
49,2022/7/15 15:50,24,90,-66,-189
49,2022/7/15 16:00,22,97,-75,-216
49,2022/7/15 16:10,28,99,-71,-172
49,2022/7/15 16:20,28,88,-60,-225
49,2022/7/15 16:30,28,101,-73,-204
49,2022/7/15 16:40,29,76,-47,-229
49,2022/7/15 16:50,26,91,-65,-200
49,2022/7/15 17:00,30,101,-71,-220
49,2022/7/15 17:10,31,118,-87,-45
49,2022/7/15 17:20,31,93,-62,-163
49,2022/7/15 17:30,34,116,-82,-212
49,2022/7/15 17:40,29,116,-87,-309
49,2022/7/15 17:50,26,255,-229,-383
49,2022/7/15 18:00,28,150,-122,-363
49,2022/7/15 18:10,32,154,-122,-375
49,2022/7/15 18:20,33,197,-164,-591
49,2022/7/15 18:30,27,537,-510,-804
49,2022/7/15 18:40,23,197,-174,-618
49,2022/7/15 18:50,25,191,-166,-500
49,2022/7/15 19:00,21,198,-177,-630
49,2022/7/15 19:10,18,286,-268,-554
49,2022/7/15 19:20,15,109,-94,-465
49,2022/7/15 19:30,15,123,-108,-337
49,2022/7/15 19:40,17,121,-104,-413
49,2022/7/15 19:50,17,126,-109,-318
49,2022/7/15 20:00,14,97,-83,-333
49,2022/7/15 20:10,14,95,-81,-268
49,2022/7/15 20:20,14,110,-96,-295
49,2022/7/15 20:30,15,107,-92,-260
49,2022/7/15 20:40,15,78,-63,-279
49,2022/7/15 20:50,14,92,-78,-259
49,2022/7/15 21:00,13,110,-97,-314
49,2022/7/15 21:10,14,106,-92,-244
49,2022/7/15 21:20,8,89,-81,-304
49,2022/7/15 21:30,10,97,-87,-253
49,2022/7/15 21:40,9,100,-91,-290
49,2022/7/15 21:50,7,95,-88,-316
49,2022/7/15 22:00,7,104,-97,-241
49,2022/7/15 22:10,10,95,-85,-334
49,2022/7/15 22:20,3,85,-82,-285
49,2022/7/15 22:30,2,78,-76,-275
49,2022/7/15 22:40,1,92,-91,-276
49,2022/7/15 22:50,0,63,-63,-213
48,2022/7/15 5:00,0,1,-1,-5
48,2022/7/15 5:10,0,1,-1,1
48,2022/7/15 5:20,5,1,4,42
48,2022/7/15 5:30,25,1,24,73
48,2022/7/15 5:40,25,1,24,83
48,2022/7/15 5:50,30,1,29,100
48,2022/7/15 6:00,32,2,30,127
48,2022/7/15 6:10,47,2,45,169
48,2022/7/15 6:20,60,5,55,199
48,2022/7/15 6:30,79,5,74,248
48,2022/7/15 6:40,149,61,88,296
48,2022/7/15 6:50,176,38,138,385
48,2022/7/15 7:00,223,52,171,498
48,2022/7/15 7:10,321,54,267,767
48,2022/7/15 7:20,369,67,302,1135
48,2022/7/15 7:30,654,62,592,1385
48,2022/7/15 7:40,737,88,649,2010
48,2022/7/15 7:50,1186,76,1110,2575
48,2022/7/15 8:00,1177,76,1101,2514
48,2022/7/15 8:10,1175,79,1096,2105
48,2022/7/15 8:20,736,76,660,1276
48,2022/7/15 8:30,638,81,557,1009
48,2022/7/15 8:40,442,79,363,694
48,2022/7/15 8:50,318,67,251,460
48,2022/7/15 9:00,274,83,191,194
48,2022/7/15 9:10,191,73,118,87
48,2022/7/15 9:20,149,64,85,-11
48,2022/7/15 9:30,78,64,14,-90
48,2022/7/15 9:40,67,68,-1,-126
48,2022/7/15 9:50,47,69,-22,-132
48,2022/7/15 10:00,44,73,-29,-139
48,2022/7/15 10:10,42,58,-16,-100
48,2022/7/15 10:20,40,68,-28,-97
48,2022/7/15 10:30,30,72,-42,-111
48,2022/7/15 10:40,37,64,-27,-133
48,2022/7/15 10:50,32,74,-42,-145
48,2022/7/15 11:00,29,69,-40,-117
48,2022/7/15 11:10,32,61,-29,-128
48,2022/7/15 11:20,31,64,-33,-137
48,2022/7/15 11:30,32,83,-51,-92
48,2022/7/15 11:40,29,61,-32,-164
48,2022/7/15 11:50,33,77,-44,-156
48,2022/7/15 12:00,34,71,-37,-127
48,2022/7/15 12:10,34,69,-35,-124
48,2022/7/15 12:20,37,70,-33,-145
48,2022/7/15 12:30,38,77,-39,-119
48,2022/7/15 12:40,38,70,-32,-186
48,2022/7/15 12:50,34,76,-42,-166
48,2022/7/15 13:00,36,68,-32,-164
48,2022/7/15 13:10,28,64,-36,-159
48,2022/7/15 13:20,30,81,-51,-186
48,2022/7/15 13:30,34,76,-42,-106
48,2022/7/15 13:40,36,66,-30,-164
48,2022/7/15 13:50,29,76,-47,-179
48,2022/7/15 14:00,29,73,-44,-197
48,2022/7/15 14:10,29,70,-41,-173
48,2022/7/15 14:20,29,77,-48,-192
48,2022/7/15 14:30,26,93,-67,-161
48,2022/7/15 14:40,29,71,-42,-211
48,2022/7/15 14:50,27,93,-66,-211
48,2022/7/15 15:00,27,80,-53,-233
48,2022/7/15 15:10,27,75,-48,-193
48,2022/7/15 15:20,27,99,-72,-242
48,2022/7/15 15:30,28,108,-80,-199
48,2022/7/15 15:40,27,73,-46,-250
48,2022/7/15 15:50,27,101,-74,-263
48,2022/7/15 16:00,28,103,-75,-291
48,2022/7/15 16:10,30,91,-61,-233
48,2022/7/15 16:20,31,101,-70,-295
48,2022/7/15 16:30,31,106,-75,-279
48,2022/7/15 16:40,37,125,-88,-317
48,2022/7/15 16:50,35,114,-79,-279
48,2022/7/15 17:00,37,110,-73,-293
48,2022/7/15 17:10,39,109,-70,-115
48,2022/7/15 17:20,45,152,-107,-270
48,2022/7/15 17:30,44,177,-133,-345
48,2022/7/15 17:40,45,195,-150,-459
48,2022/7/15 17:50,44,212,-168,-551
48,2022/7/15 18:00,35,380,-345,-708
48,2022/7/15 18:10,43,325,-282,-657
48,2022/7/15 18:20,33,433,-400,-991
48,2022/7/15 18:30,29,329,-300,-1104
48,2022/7/15 18:40,28,421,-393,-1011
48,2022/7/15 18:50,30,537,-507,-1007
48,2022/7/15 19:00,28,536,-508,-1138
48,2022/7/15 19:10,29,235,-206,-760
48,2022/7/15 19:20,28,285,-257,-722
48,2022/7/15 19:30,24,191,-167,-504
48,2022/7/15 19:40,26,150,-124,-537
48,2022/7/15 19:50,29,107,-78,-396
48,2022/7/15 20:00,22,124,-102,-435
48,2022/7/15 20:10,28,116,-88,-356
48,2022/7/15 20:20,24,114,-90,-385
48,2022/7/15 20:30,29,106,-77,-337
48,2022/7/15 20:40,24,124,-100,-379
48,2022/7/15 20:50,25,111,-86,-345
48,2022/7/15 21:00,25,124,-99,-413
48,2022/7/15 21:10,28,110,-82,-326
48,2022/7/15 21:20,26,115,-89,-393
48,2022/7/15 21:30,24,101,-77,-330
48,2022/7/15 21:40,22,100,-78,-368
48,2022/7/15 21:50,21,110,-89,-405
48,2022/7/15 22:00,21,113,-92,-333
48,2022/7/15 22:10,17,109,-92,-426
48,2022/7/15 22:20,10,93,-83,-368
48,2022/7/15 22:30,6,113,-107,-382
48,2022/7/15 22:40,2,124,-122,-398
48,2022/7/15 22:50,1,74,-73,-286
41,2022/7/15 5:00,0,1,-1,-6
41,2022/7/15 5:10,0,1,-1,0
41,2022/7/15 5:20,0,1,-1,41
41,2022/7/15 5:30,1,1,0,73
41,2022/7/15 5:40,8,1,7,90
41,2022/7/15 5:50,7,2,5,105
41,2022/7/15 6:00,9,5,4,131
41,2022/7/15 6:10,13,5,8,177
41,2022/7/15 6:20,17,8,9,208
41,2022/7/15 6:30,26,22,4,252
41,2022/7/15 6:40,27,21,6,302
41,2022/7/15 6:50,33,30,3,388
41,2022/7/15 7:00,36,33,3,501
41,2022/7/15 7:10,34,35,-1,766
41,2022/7/15 7:20,54,46,8,1143
41,2022/7/15 7:30,57,49,8,1393
41,2022/7/15 7:40,98,67,31,2041
41,2022/7/15 7:50,72,69,3,2578
41,2022/7/15 8:00,149,93,56,2570
41,2022/7/15 8:10,72,87,-15,2090
41,2022/7/15 8:20,103,79,24,1300
41,2022/7/15 8:30,54,62,-8,1001
41,2022/7/15 8:40,57,68,-11,683
41,2022/7/15 8:50,35,55,-20,440
41,2022/7/15 9:00,36,45,-9,185
41,2022/7/15 9:10,26,37,-11,76
41,2022/7/15 9:20,26,42,-16,-27
41,2022/7/15 9:30,20,32,-12,-102
41,2022/7/15 9:40,14,25,-11,-137
41,2022/7/15 9:50,16,23,-7,-139
41,2022/7/15 10:00,14,30,-16,-155
41,2022/7/15 10:10,12,29,-17,-117
41,2022/7/15 10:20,13,21,-8,-105
41,2022/7/15 10:30,12,23,-11,-122
41,2022/7/15 10:40,11,19,-8,-141
41,2022/7/15 10:50,11,21,-10,-155
41,2022/7/15 11:00,10,21,-11,-128
41,2022/7/15 11:10,11,19,-8,-136
41,2022/7/15 11:20,12,21,-9,-146
41,2022/7/15 11:30,10,21,-11,-103
41,2022/7/15 11:40,11,19,-8,-172
41,2022/7/15 11:50,8,21,-13,-169
41,2022/7/15 12:00,12,31,-19,-146
41,2022/7/15 12:10,13,21,-8,-132
41,2022/7/15 12:20,12,23,-11,-156
41,2022/7/15 12:30,12,28,-16,-135
41,2022/7/15 12:40,15,21,-6,-192
41,2022/7/15 12:50,13,25,-12,-178
41,2022/7/15 13:00,11,25,-14,-178
41,2022/7/15 13:10,12,23,-11,-170
41,2022/7/15 13:20,12,31,-19,-205
41,2022/7/15 13:30,10,29,-19,-125
41,2022/7/15 13:40,9,21,-12,-176
41,2022/7/15 13:50,9,23,-14,-193
41,2022/7/15 14:00,9,32,-23,-220
41,2022/7/15 14:10,11,25,-14,-187
41,2022/7/15 14:20,13,31,-18,-210
41,2022/7/15 14:30,12,32,-20,-181
41,2022/7/15 14:40,9,23,-14,-225
41,2022/7/15 14:50,9,25,-16,-227
41,2022/7/15 15:00,10,35,-25,-258
41,2022/7/15 15:10,12,25,-13,-206
41,2022/7/15 15:20,10,32,-22,-264
41,2022/7/15 15:30,13,40,-27,-226
41,2022/7/15 15:40,12,32,-20,-270
41,2022/7/15 15:50,14,38,-24,-287
41,2022/7/15 16:00,14,46,-32,-323
41,2022/7/15 16:10,17,37,-20,-253
41,2022/7/15 16:20,17,44,-27,-322
41,2022/7/15 16:30,24,45,-21,-300
41,2022/7/15 16:40,25,52,-27,-344
41,2022/7/15 16:50,23,46,-23,-302
41,2022/7/15 17:00,29,61,-32,-325
41,2022/7/15 17:10,26,57,-31,-146
41,2022/7/15 17:20,29,75,-46,-316
41,2022/7/15 17:30,25,70,-45,-390
41,2022/7/15 17:40,29,93,-64,-523
41,2022/7/15 17:50,28,76,-48,-599
41,2022/7/15 18:00,24,97,-73,-781
41,2022/7/15 18:10,26,77,-51,-708
41,2022/7/15 18:20,25,106,-81,-1072
41,2022/7/15 18:30,17,77,-60,-1164
41,2022/7/15 18:40,16,107,-91,-1102
41,2022/7/15 18:50,14,85,-71,-1078
41,2022/7/15 19:00,14,76,-62,-1200
41,2022/7/15 19:10,12,71,-59,-819
41,2022/7/15 19:20,10,61,-51,-773
41,2022/7/15 19:30,7,57,-50,-554
41,2022/7/15 19:40,8,54,-46,-583
41,2022/7/15 19:50,7,46,-39,-435
41,2022/7/15 20:00,5,55,-50,-485
41,2022/7/15 20:10,5,33,-28,-384
41,2022/7/15 20:20,6,47,-41,-426
41,2022/7/15 20:30,6,39,-33,-370
41,2022/7/15 20:40,8,52,-44,-423
41,2022/7/15 20:50,6,36,-30,-375
41,2022/7/15 21:00,7,47,-40,-453
41,2022/7/15 21:10,6,37,-31,-357
41,2022/7/15 21:20,4,34,-30,-423
41,2022/7/15 21:30,8,47,-39,-369
41,2022/7/15 21:40,6,40,-34,-402
41,2022/7/15 21:50,2,36,-34,-439
41,2022/7/15 22:00,2,40,-38,-371
41,2022/7/15 22:10,1,32,-31,-457
41,2022/7/15 22:20,2,35,-33,-401
41,2022/7/15 22:30,1,41,-40,-422
41,2022/7/15 22:40,0,32,-32,-430
41,2022/7/15 22:50,0,8,-8,-294
57,2022/7/15 5:00,0,1,-1,-7
57,2022/7/15 5:10,0,1,-1,-1
57,2022/7/15 5:20,0,1,-1,40
57,2022/7/15 5:30,0,1,-1,72
57,2022/7/15 5:40,2,1,1,91
57,2022/7/15 5:50,3,1,2,107
57,2022/7/15 6:00,3,1,2,133
57,2022/7/15 6:10,6,1,5,182
57,2022/7/15 6:20,10,1,9,217
57,2022/7/15 6:30,11,19,-8,244
57,2022/7/15 6:40,15,16,-1,301
57,2022/7/15 6:50,16,21,-5,383
57,2022/7/15 7:00,20,31,-11,490
57,2022/7/15 7:10,23,33,-10,756
57,2022/7/15 7:20,21,64,-43,1100
57,2022/7/15 7:30,26,64,-38,1355
57,2022/7/15 7:40,31,62,-31,2010
57,2022/7/15 7:50,33,103,-70,2508
57,2022/7/15 8:00,29,126,-97,2473
57,2022/7/15 8:10,32,107,-75,2015
57,2022/7/15 8:20,30,97,-67,1233
57,2022/7/15 8:30,29,92,-63,938
57,2022/7/15 8:40,27,105,-78,605
57,2022/7/15 8:50,22,96,-74,366
57,2022/7/15 9:00,17,64,-47,138
57,2022/7/15 9:10,14,94,-80,-4
57,2022/7/15 9:20,13,77,-64,-91
57,2022/7/15 9:30,12,69,-57,-159
57,2022/7/15 9:40,12,70,-58,-195
57,2022/7/15 9:50,10,74,-64,-203
57,2022/7/15 10:00,9,50,-41,-196
57,2022/7/15 10:10,12,58,-46,-163
57,2022/7/15 10:20,10,37,-27,-132
57,2022/7/15 10:30,9,23,-14,-136
57,2022/7/15 10:40,10,33,-23,-164
57,2022/7/15 10:50,11,23,-12,-167
57,2022/7/15 11:00,14,23,-9,-137
57,2022/7/15 11:10,10,23,-13,-149
57,2022/7/15 11:20,9,21,-12,-158
57,2022/7/15 11:30,10,16,-6,-109
57,2022/7/15 11:40,13,23,-10,-182
57,2022/7/15 11:50,19,19,0,-169
57,2022/7/15 12:00,20,23,-3,-149
57,2022/7/15 12:10,20,24,-4,-136
57,2022/7/15 12:20,16,22,-6,-162
57,2022/7/15 12:30,13,23,-10,-145
57,2022/7/15 12:40,16,36,-20,-212
57,2022/7/15 12:50,12,30,-18,-196
57,2022/7/15 13:00,12,32,-20,-198
57,2022/7/15 13:10,12,37,-25,-195
57,2022/7/15 13:20,12,32,-20,-225
57,2022/7/15 13:30,13,34,-21,-146
57,2022/7/15 13:40,14,37,-23,-199
57,2022/7/15 13:50,14,29,-15,-208
57,2022/7/15 14:00,12,33,-21,-241
57,2022/7/15 14:10,14,38,-24,-211
57,2022/7/15 14:20,15,31,-16,-226
57,2022/7/15 14:30,20,23,-3,-184
57,2022/7/15 14:40,34,37,-3,-228
57,2022/7/15 14:50,29,21,8,-219
57,2022/7/15 15:00,18,28,-10,-268
57,2022/7/15 15:10,19,31,-12,-218
57,2022/7/15 15:20,16,23,-7,-271
57,2022/7/15 15:30,22,23,-1,-227
57,2022/7/15 15:40,26,33,-7,-277
57,2022/7/15 15:50,24,32,-8,-295
57,2022/7/15 16:00,19,31,-12,-335
57,2022/7/15 16:10,21,36,-15,-268
57,2022/7/15 16:20,25,31,-6,-328
57,2022/7/15 16:30,25,38,-13,-313
57,2022/7/15 16:40,25,38,-13,-357
57,2022/7/15 16:50,25,44,-19,-321
57,2022/7/15 17:00,35,38,-3,-328
57,2022/7/15 17:10,43,52,-9,-155
57,2022/7/15 17:20,30,37,-7,-323
57,2022/7/15 17:30,32,57,-25,-415
57,2022/7/15 17:40,40,49,-9,-532
57,2022/7/15 17:50,27,58,-31,-630
57,2022/7/15 18:00,35,53,-18,-799
57,2022/7/15 18:10,30,61,-31,-739
57,2022/7/15 18:20,25,51,-26,-1098
57,2022/7/15 18:30,27,59,-32,-1196
57,2022/7/15 18:40,28,50,-22,-1124
57,2022/7/15 18:50,21,52,-31,-1109
57,2022/7/15 19:00,20,41,-21,-1221
57,2022/7/15 19:10,18,43,-25,-844
57,2022/7/15 19:20,14,33,-19,-792
57,2022/7/15 19:30,12,39,-27,-581
57,2022/7/15 19:40,12,25,-13,-596
57,2022/7/15 19:50,12,25,-13,-448
57,2022/7/15 20:00,10,23,-13,-498
57,2022/7/15 20:10,11,27,-16,-400
57,2022/7/15 20:20,9,23,-14,-440
57,2022/7/15 20:30,10,32,-22,-392
57,2022/7/15 20:40,14,25,-11,-434
57,2022/7/15 20:50,10,25,-15,-390
57,2022/7/15 21:00,7,23,-16,-469
57,2022/7/15 21:10,6,25,-19,-376
57,2022/7/15 21:20,8,25,-17,-440
57,2022/7/15 21:30,5,25,-20,-389
57,2022/7/15 21:40,7,25,-18,-420
57,2022/7/15 21:50,6,27,-21,-460
57,2022/7/15 22:00,5,23,-18,-389
57,2022/7/15 22:10,4,18,-14,-471
57,2022/7/15 22:20,2,21,-19,-420
57,2022/7/15 22:30,1,21,-20,-442
57,2022/7/15 22:40,1,15,-14,-444
57,2022/7/15 22:50,0,3,-3,-297
40,2022/7/15 5:00,0,1,-1,-8
40,2022/7/15 5:10,0,1,-1,-2
40,2022/7/15 5:20,0,1,-1,39
40,2022/7/15 5:30,2,1,1,73
40,2022/7/15 5:40,5,1,4,95
40,2022/7/15 5:50,8,7,1,108
40,2022/7/15 6:00,11,6,5,138
40,2022/7/15 6:10,16,6,10,192
40,2022/7/15 6:20,25,18,7,224
40,2022/7/15 6:30,29,56,-27,217
40,2022/7/15 6:40,30,54,-24,277
40,2022/7/15 6:50,35,49,-14,369
40,2022/7/15 7:00,42,89,-47,443
40,2022/7/15 7:10,51,88,-37,719
40,2022/7/15 7:20,58,118,-60,1040
40,2022/7/15 7:30,86,108,-22,1333
40,2022/7/15 7:40,126,111,15,2025
40,2022/7/15 7:50,168,123,45,2553
40,2022/7/15 8:00,149,134,15,2488
40,2022/7/15 8:10,122,121,1,2016
40,2022/7/15 8:20,146,104,42,1275
40,2022/7/15 8:30,77,109,-32,906
40,2022/7/15 8:40,59,143,-84,521
40,2022/7/15 8:50,49,107,-58,308
40,2022/7/15 9:00,36,99,-63,75
40,2022/7/15 9:10,39,84,-45,-49
40,2022/7/15 9:20,33,99,-66,-157
40,2022/7/15 9:30,27,73,-46,-205
40,2022/7/15 9:40,25,79,-54,-249
40,2022/7/15 9:50,24,74,-50,-253
40,2022/7/15 10:00,25,84,-59,-255
40,2022/7/15 10:10,23,59,-36,-199
40,2022/7/15 10:20,23,59,-36,-168
40,2022/7/15 10:30,24,71,-47,-183
40,2022/7/15 10:40,24,60,-36,-200
40,2022/7/15 10:50,23,63,-40,-207
40,2022/7/15 11:00,24,51,-27,-164
40,2022/7/15 11:10,26,51,-25,-174
40,2022/7/15 11:20,23,57,-34,-192
40,2022/7/15 11:30,20,60,-40,-149
40,2022/7/15 11:40,21,52,-31,-213
40,2022/7/15 11:50,25,60,-35,-204
40,2022/7/15 12:00,27,61,-34,-183
40,2022/7/15 12:10,20,50,-30,-166
40,2022/7/15 12:20,23,64,-41,-203
40,2022/7/15 12:30,26,61,-35,-180
40,2022/7/15 12:40,22,62,-40,-252
40,2022/7/15 12:50,22,62,-40,-236
40,2022/7/15 13:00,22,56,-34,-232
40,2022/7/15 13:10,21,56,-35,-230
40,2022/7/15 13:20,24,53,-29,-254
40,2022/7/15 13:30,25,63,-38,-184
40,2022/7/15 13:40,24,50,-26,-225
40,2022/7/15 13:50,26,57,-31,-239
40,2022/7/15 14:00,25,51,-26,-267
40,2022/7/15 14:10,24,50,-26,-237
40,2022/7/15 14:20,22,54,-32,-258
40,2022/7/15 14:30,25,61,-36,-220
40,2022/7/15 14:40,61,50,11,-217
40,2022/7/15 14:50,37,60,-23,-242
40,2022/7/15 15:00,32,62,-30,-298
40,2022/7/15 15:10,29,64,-35,-253
40,2022/7/15 15:20,27,68,-41,-312
40,2022/7/15 15:30,27,59,-32,-259
40,2022/7/15 15:40,43,57,-14,-291
40,2022/7/15 15:50,30,66,-36,-331
40,2022/7/15 16:00,28,59,-31,-366
40,2022/7/15 16:10,34,72,-38,-306
40,2022/7/15 16:20,39,61,-22,-350
40,2022/7/15 16:30,38,62,-24,-337
40,2022/7/15 16:40,36,84,-48,-405
40,2022/7/15 16:50,30,71,-41,-362
40,2022/7/15 17:00,44,93,-49,-377
40,2022/7/15 17:10,45,69,-24,-179
40,2022/7/15 17:20,39,111,-72,-395
40,2022/7/15 17:30,27,97,-70,-485
40,2022/7/15 17:40,35,126,-91,-623
40,2022/7/15 17:50,30,97,-67,-697
40,2022/7/15 18:00,37,102,-65,-864
40,2022/7/15 18:10,60,114,-54,-793
40,2022/7/15 18:20,46,107,-61,-1159
40,2022/7/15 18:30,37,107,-70,-1266
40,2022/7/15 18:40,29,108,-79,-1203
40,2022/7/15 18:50,24,106,-82,-1191
40,2022/7/15 19:00,28,112,-84,-1305
40,2022/7/15 19:10,27,75,-48,-892
40,2022/7/15 19:20,22,95,-73,-865
40,2022/7/15 19:30,22,75,-53,-634
40,2022/7/15 19:40,18,76,-58,-654
40,2022/7/15 19:50,17,60,-43,-491
40,2022/7/15 20:00,17,73,-56,-554
40,2022/7/15 20:10,20,59,-39,-439
40,2022/7/15 20:20,17,67,-50,-490
40,2022/7/15 20:30,14,60,-46,-438
40,2022/7/15 20:40,16,67,-51,-485
40,2022/7/15 20:50,13,63,-50,-440
40,2022/7/15 21:00,12,75,-63,-532
40,2022/7/15 21:10,15,52,-37,-413
40,2022/7/15 21:20,12,69,-57,-497
40,2022/7/15 21:30,11,68,-57,-446
40,2022/7/15 21:40,9,62,-53,-473
40,2022/7/15 21:50,10,71,-61,-521
40,2022/7/15 22:00,7,47,-40,-429
40,2022/7/15 22:10,12,64,-52,-523
40,2022/7/15 22:20,6,66,-60,-480
40,2022/7/15 22:30,2,42,-40,-482
40,2022/7/15 22:40,2,49,-47,-491
40,2022/7/15 22:50,0,8,-8,-305
53,2022/7/15 5:00,0,1,-1,-9
53,2022/7/15 5:10,0,1,-1,-3
53,2022/7/15 5:20,0,1,-1,38
53,2022/7/15 5:30,2,1,1,74
53,2022/7/15 5:40,2,1,1,96
53,2022/7/15 5:50,13,6,7,115
53,2022/7/15 6:00,11,2,9,147
53,2022/7/15 6:10,16,11,5,197
53,2022/7/15 6:20,25,19,6,230
53,2022/7/15 6:30,31,61,-30,187
53,2022/7/15 6:40,37,71,-34,243
53,2022/7/15 6:50,41,91,-50,319
53,2022/7/15 7:00,43,87,-44,399
53,2022/7/15 7:10,57,108,-51,668
53,2022/7/15 7:20,55,105,-50,990
53,2022/7/15 7:30,63,107,-44,1289
53,2022/7/15 7:40,123,107,16,2041
53,2022/7/15 7:50,164,125,39,2592
53,2022/7/15 8:00,167,131,36,2524
53,2022/7/15 8:10,181,334,-153,1863
53,2022/7/15 8:20,186,296,-110,1165
53,2022/7/15 8:30,149,344,-195,711
53,2022/7/15 8:40,93,377,-284,237
53,2022/7/15 8:50,79,332,-253,55
